12567.1	3124	975	303
12659.9	3673	1891	256
13136.9	4610	2650	805
13127.7	2848	1825	403
13359.8	2807	1400	316
13684.4	496.5	273.9	121.7
13789.7	2234.4	863.8	142.1
13922.7	2112	1103	126
13995.5	1585	608	255.1
14087.8	2116	967.8	220
14147.4	966.7	652.9	50
14181.4	2987	1063	74
14248.7	1568	585	95
14258.6	1478	380	27
